id,style,part,thing,color,price,sex,season
11,спортивный,1,футболка без рукавов,медный,1199,u,зима
11,спортивный,1,футболка без рукавов,медный,1199,u,лето
11,спортивный,1,футболка без рукавов,медный,1199,u,демисезон
11,повседневный,1,футболка без рукавов,медный,1199,u,зима
11,повседневный,1,футболка без рукавов,медный,1199,u,лето
11,повседневный,1,футболка без рукавов,медный,1199,u,демисезон
11,спортивный,1,футболка без рукавов,медный,1199,u,зима
11,спортивный,1,футболка без рукавов,медный,1199,u,лето
11,спортивный,1,футболка без рукавов,медный,1199,u,демисезон
11,повседневный,1,футболка без рукавов,медный,1199,u,зима
11,повседневный,1,футболка без рукавов,медный,1199,u,лето
11,повседневный,1,футболка без рукавов,медный,1199,u,демисезон
11,спортивный,1,футболка без рукавов,медный,1199,u,зима
11,спортивный,1,футболка без рукавов,медный,1199,u,лето
11,спортивный,1,футболка без рукавов,медный,1199,u,демисезон
12,классический,1,блуза без рукавов,чёрный,1149,f,зима
12,классический,1,блуза без рукавов,чёрный,1149,f,лето
12,классический,1,блуза без рукавов,чёрный,1149,f,демисезон
12,вечерний,1,блуза без рукавов,чёрный,1149,f,зима
12,вечерний,1,блуза без рукавов,чёрный,1149,f,лето
12,вечерний,1,блуза без рукавов,чёрный,1149,f,демисезон
12,классический,1,блуза без рукавов,чёрный,1149,f,зима
12,классический,1,блуза без рукавов,чёрный,1149,f,лето
12,классический,1,блуза без рукавов,чёрный,1149,f,демисезон
12,вечерний,1,блуза без рукавов,чёрный,1149,f,зима
12,вечерний,1,блуза без рукавов,чёрный,1149,f,лето
12,вечерний,1,блуза без рукавов,чёрный,1149,f,демисезон
12,классический,1,блуза без рукавов,чёрный,1149,f,зима
12,классический,1,блуза без рукавов,чёрный,1149,f,лето
12,классический,1,блуза без рукавов,чёрный,1149,f,демисезон
12,вечерний,1,блуза без рукавов,чёрный,1149,f,зима
12,вечерний,1,блуза без рукавов,чёрный,1149,f,лето
12,вечерний,1,блуза без рукавов,чёрный,1149,f,демисезон
13,классический,1,блуза без рукавов,красный,1549,f,зима
13,классический,1,блуза без рукавов,красный,1549,f,лето
13,классический,1,блуза без рукавов,красный,1549,f,демисезон
13,вечерний,1,блуза без рукавов,красный,1549,f,зима
13,вечерний,1,блуза без рукавов,красный,1549,f,лето
13,вечерний,1,блуза без рукавов,красный,1549,f,демисезон
13,классический,1,блуза без рукавов,красный,1549,f,зима
13,классический,1,блуза без рукавов,красный,1549,f,лето
13,классический,1,блуза без рукавов,красный,1549,f,демисезон
13,вечерний,1,блуза без рукавов,красный,1549,f,зима
13,вечерний,1,блуза без рукавов,красный,1549,f,лето
13,вечерний,1,блуза без рукавов,красный,1549,f,демисезон
13,классический,1,блуза без рукавов,красный,1549,f,зима
13,классический,1,блуза без рукавов,красный,1549,f,лето
13,классический,1,блуза без рукавов,красный,1549,f,демисезон
13,вечерний,1,блуза без рукавов,красный,1549,f,зима
13,вечерний,1,блуза без рукавов,красный,1549,f,лето
13,вечерний,1,блуза без рукавов,красный,1549,f,демисезон
14,классический,1,блуза,оливково-зелёный,1349,f,зима
14,классический,1,блуза,оливково-зелёный,1349,f,лето
14,классический,1,блуза,оливково-зелёный,1349,f,демисезон
14,вечерний,1,блуза,оливково-зелёный,1349,f,зима
14,вечерний,1,блуза,оливково-зелёный,1349,f,лето
14,вечерний,1,блуза,оливково-зелёный,1349,f,демисезон
14,классический,1,блуза,оливково-зелёный,1349,f,зима
14,классический,1,блуза,оливково-зелёный,1349,f,лето
14,классический,1,блуза,оливково-зелёный,1349,f,демисезон
14,вечерний,1,блуза,оливково-зелёный,1349,f,зима
14,вечерний,1,блуза,оливково-зелёный,1349,f,лето
14,вечерний,1,блуза,оливково-зелёный,1349,f,демисезон
14,классический,1,блуза,оливково-зелёный,1349,f,зима
14,классический,1,блуза,оливково-зелёный,1349,f,лето
14,классический,1,блуза,оливково-зелёный,1349,f,демисезон
14,вечерний,1,блуза,оливково-зелёный,1349,f,зима
14,вечерний,1,блуза,оливково-зелёный,1349,f,лето
14,вечерний,1,блуза,оливково-зелёный,1349,f,демисезон
15,классический,1,блуза без пуговиц,фиолетовый,799,f,зима
15,классический,1,блуза без пуговиц,фиолетовый,799,f,лето
15,классический,1,блуза без пуговиц,фиолетовый,799,f,демисезон
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,зима
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,лето
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,демисезон
15,классический,1,блуза без пуговиц,фиолетовый,799,f,зима
15,классический,1,блуза без пуговиц,фиолетовый,799,f,лето
15,классический,1,блуза без пуговиц,фиолетовый,799,f,демисезон
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,зима
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,лето
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,демисезон
15,классический,1,блуза без пуговиц,фиолетовый,799,f,зима
15,классический,1,блуза без пуговиц,фиолетовый,799,f,лето
15,классический,1,блуза без пуговиц,фиолетовый,799,f,демисезон
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,зима
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,лето
15,вечерний,1,блуза без пуговиц,фиолетовый,799,f,демисезон
16,классический,1,блуза без пуговиц,желтый,1299,f,зима
16,классический,1,блуза без пуговиц,желтый,1299,f,лето
16,классический,1,блуза без пуговиц,желтый,1299,f,демисезон
16,вечерний,1,блуза без пуговиц,желтый,1299,f,зима
16,вечерний,1,блуза без пуговиц,желтый,1299,f,лето
16,вечерний,1,блуза без пуговиц,желтый,1299,f,демисезон
16,классический,1,блуза без пуговиц,желтый,1299,f,зима
16,классический,1,блуза без пуговиц,желтый,1299,f,лето
16,классический,1,блуза без пуговиц,желтый,1299,f,демисезон
16,вечерний,1,блуза без пуговиц,желтый,1299,f,зима
16,вечерний,1,блуза без пуговиц,желтый,1299,f,лето
16,вечерний,1,блуза без пуговиц,желтый,1299,f,демисезон
16,классический,1,блуза без пуговиц,желтый,1299,f,зима
16,классический,1,блуза без пуговиц,желтый,1299,f,лето
16,классический,1,блуза без пуговиц,желтый,1299,f,демисезон
16,вечерний,1,блуза без пуговиц,желтый,1299,f,зима
16,вечерний,1,блуза без пуговиц,желтый,1299,f,лето
16,вечерний,1,блуза без пуговиц,желтый,1299,f,демисезон
17,классический,1,водолазка без рукавов,желтый,849,u,зима
17,классический,1,водолазка без рукавов,желтый,849,u,лето
17,классический,1,водолазка без рукавов,желтый,849,u,демисезон
17,повседневный,1,водолазка без рукавов,желтый,849,u,зима
17,повседневный,1,водолазка без рукавов,желтый,849,u,лето
17,повседневный,1,водолазка без рукавов,желтый,849,u,демисезон
17,классический,1,водолазка без рукавов,желтый,849,u,зима
17,классический,1,водолазка без рукавов,желтый,849,u,лето
17,классический,1,водолазка без рукавов,желтый,849,u,демисезон
17,повседневный,1,водолазка без рукавов,желтый,849,u,зима
17,повседневный,1,водолазка без рукавов,желтый,849,u,лето
17,повседневный,1,водолазка без рукавов,желтый,849,u,демисезон
17,классический,1,водолазка без рукавов,желтый,849,u,зима
17,классический,1,водолазка без рукавов,желтый,849,u,лето
17,классический,1,водолазка без рукавов,желтый,849,u,демисезон
17,повседневный,1,водолазка без рукавов,желтый,849,u,зима
17,повседневный,1,водолазка без рукавов,желтый,849,u,лето
17,повседневный,1,водолазка без рукавов,желтый,849,u,демисезон
18,классический,1,водолазка с коротким рукавом,сине-зеленый,1149,u,зима
18,классический,1,водолазка с коротким рукавом,сине-зеленый,1149,u,демисезон
18,повседневный,1,водолазка с коротким рукавом,сине-зеленый,1149,u,зима
18,повседневный,1,водолазка с коротким рукавом,сине-зеленый,1149,u,демисезон
18,классический,1,водолазка с коротким рукавом,сине-зеленый,1149,u,зима
18,классический,1,водолазка с коротким рукавом,сине-зеленый,1149,u,демисезон
18,повседневный,1,водолазка с коротким рукавом,сине-зеленый,1149,u,зима
18,повседневный,1,водолазка с коротким рукавом,сине-зеленый,1149,u,демисезон
19,классический,1,водолазка с коротким рукавом,синий,1149,u,зима
19,классический,1,водолазка с коротким рукавом,синий,1149,u,демисезон
19,повседневный,1,водолазка с коротким рукавом,синий,1149,u,зима
19,повседневный,1,водолазка с коротким рукавом,синий,1149,u,демисезон
19,классический,1,водолазка с коротким рукавом,синий,1149,u,зима
19,классический,1,водолазка с коротким рукавом,синий,1149,u,демисезон
19,повседневный,1,водолазка с коротким рукавом,синий,1149,u,зима
19,повседневный,1,водолазка с коротким рукавом,синий,1149,u,демисезон
20,повседневный,1,лонгслив,оливково-зелёный,899,u,зима
20,повседневный,1,лонгслив,оливково-зелёный,899,u,лето
20,повседневный,1,лонгслив,оливково-зелёный,899,u,демисезон
20,повседневный,1,лонгслив,оливково-зелёный,899,u,зима
20,повседневный,1,лонгслив,оливково-зелёный,899,u,лето
20,повседневный,1,лонгслив,оливково-зелёный,899,u,демисезон
20,повседневный,1,лонгслив,оливково-зелёный,899,u,зима
20,повседневный,1,лонгслив,оливково-зелёный,899,u,лето
20,повседневный,1,лонгслив,оливково-зелёный,899,u,демисезон
21,повседневный,1,майка,оливково-зелёный,949,u,зима
21,повседневный,1,майка,оливково-зелёный,949,u,лето
21,повседневный,1,майка,оливково-зелёный,949,u,демисезон
21,спортивный,1,майка,оливково-зелёный,949,u,зима
21,спортивный,1,майка,оливково-зелёный,949,u,лето
21,спортивный,1,майка,оливково-зелёный,949,u,демисезон
21,повседневный,1,майка,оливково-зелёный,949,u,зима
21,повседневный,1,майка,оливково-зелёный,949,u,лето
21,повседневный,1,майка,оливково-зелёный,949,u,демисезон
21,спортивный,1,майка,оливково-зелёный,949,u,зима
21,спортивный,1,майка,оливково-зелёный,949,u,лето
21,спортивный,1,майка,оливково-зелёный,949,u,демисезон
21,повседневный,1,майка,оливково-зелёный,949,u,зима
21,повседневный,1,майка,оливково-зелёный,949,u,лето
21,повседневный,1,майка,оливково-зелёный,949,u,демисезон
21,спортивный,1,майка,оливково-зелёный,949,u,зима
21,спортивный,1,майка,оливково-зелёный,949,u,лето
21,спортивный,1,майка,оливково-зелёный,949,u,демисезон
22,повседневный,1,майка,сине-зеленый,1099,u,зима
22,повседневный,1,майка,сине-зеленый,1099,u,лето
22,повседневный,1,майка,сине-зеленый,1099,u,демисезон
22,спортивный,1,майка,сине-зеленый,1099,u,зима
22,спортивный,1,майка,сине-зеленый,1099,u,лето
22,спортивный,1,майка,сине-зеленый,1099,u,демисезон
22,повседневный,1,майка,сине-зеленый,1099,u,зима
22,повседневный,1,майка,сине-зеленый,1099,u,лето
22,повседневный,1,майка,сине-зеленый,1099,u,демисезон
22,спортивный,1,майка,сине-зеленый,1099,u,зима
22,спортивный,1,майка,сине-зеленый,1099,u,лето
22,спортивный,1,майка,сине-зеленый,1099,u,демисезон
22,повседневный,1,майка,сине-зеленый,1099,u,зима
22,повседневный,1,майка,сине-зеленый,1099,u,лето
22,повседневный,1,майка,сине-зеленый,1099,u,демисезон
22,спортивный,1,майка,сине-зеленый,1099,u,зима
22,спортивный,1,майка,сине-зеленый,1099,u,лето
22,спортивный,1,майка,сине-зеленый,1099,u,демисезон
23,классический,1,боди-блуза,медный,1149,f,зима
23,классический,1,боди-блуза,медный,1149,f,лето
23,классический,1,боди-блуза,медный,1149,f,демисезон
23,вечерний,1,боди-блуза,медный,1149,f,зима
23,вечерний,1,боди-блуза,медный,1149,f,лето
23,вечерний,1,боди-блуза,медный,1149,f,демисезон
23,классический,1,боди-блуза,медный,1149,f,зима
23,классический,1,боди-блуза,медный,1149,f,лето
23,классический,1,боди-блуза,медный,1149,f,демисезон
23,вечерний,1,боди-блуза,медный,1149,f,зима
23,вечерний,1,боди-блуза,медный,1149,f,лето
23,вечерний,1,боди-блуза,медный,1149,f,демисезон
23,классический,1,боди-блуза,медный,1149,f,зима
23,классический,1,боди-блуза,медный,1149,f,лето
23,классический,1,боди-блуза,медный,1149,f,демисезон
23,вечерний,1,боди-блуза,медный,1149,f,зима
23,вечерний,1,боди-блуза,медный,1149,f,лето
23,вечерний,1,боди-блуза,медный,1149,f,демисезон
24,классический,1,боди-блуза,персиковый,1049,f,зима
24,классический,1,боди-блуза,персиковый,1049,f,лето
24,классический,1,боди-блуза,персиковый,1049,f,демисезон
24,вечерний,1,боди-блуза,персиковый,1049,f,зима
24,вечерний,1,боди-блуза,персиковый,1049,f,лето
24,вечерний,1,боди-блуза,персиковый,1049,f,демисезон
24,классический,1,боди-блуза,персиковый,1049,f,зима
24,классический,1,боди-блуза,персиковый,1049,f,лето
24,классический,1,боди-блуза,персиковый,1049,f,демисезон
24,вечерний,1,боди-блуза,персиковый,1049,f,зима
24,вечерний,1,боди-блуза,персиковый,1049,f,лето
24,вечерний,1,боди-блуза,персиковый,1049,f,демисезон
24,классический,1,боди-блуза,персиковый,1049,f,зима
24,классический,1,боди-блуза,персиковый,1049,f,лето
24,классический,1,боди-блуза,персиковый,1049,f,демисезон
24,вечерний,1,боди-блуза,персиковый,1049,f,зима
24,вечерний,1,боди-блуза,персиковый,1049,f,лето
24,вечерний,1,боди-блуза,персиковый,1049,f,демисезон
25,повседневный,1,боди-топ,голубой,999,f,зима
25,повседневный,1,боди-топ,голубой,999,f,лето
25,повседневный,1,боди-топ,голубой,999,f,демисезон
25,вечерний,1,боди-топ,голубой,999,f,зима
25,вечерний,1,боди-топ,голубой,999,f,лето
25,вечерний,1,боди-топ,голубой,999,f,демисезон
25,повседневный,1,боди-топ,голубой,999,f,зима
25,повседневный,1,боди-топ,голубой,999,f,лето
25,повседневный,1,боди-топ,голубой,999,f,демисезон
25,вечерний,1,боди-топ,голубой,999,f,зима
25,вечерний,1,боди-топ,голубой,999,f,лето
25,вечерний,1,боди-топ,голубой,999,f,демисезон
25,повседневный,1,боди-топ,голубой,999,f,зима
